round,hamming_acc,macro_f1,auroc,auprc,seconds,comm_mb,scenario,method,mm_ratio,alpha,clients,train_subset,rounds,batch,distill_temp
26,0.9054761904761905,0.05285263858334646,0.6684217949002736,0.1898544845270957,814.5,2.4192,4,fedmd_loot,1:3,0.1,4,2670,40,8,2.0
27,0.9060119047619047,0.06195756131658866,0.678704754680863,0.19479541232705772,757.0,2.5088,4,fedmd_loot,1:3,0.1,4,2670,40,8,2.0
28,0.9057738095238095,0.055512532393909936,0.6565578336649568,0.1805656770131988,742.1,2.5984,4,fedmd_loot,1:3,0.1,4,2670,40,8,2.0
29,0.9055952380952381,0.05458631577476533,0.6961854245714765,0.20249372334217441,744.7,2.688,4,fedmd_loot,1:3,0.1,4,2670,40,8,2.0
30,0.9055952380952381,0.05406277566347159,0.6469150879010563,0.1666488135188528,748.4,2.7776,4,fedmd_loot,1:3,0.1,4,2670,40,8,2.0
31,0.9051190476190476,0.04910642627837651,0.6660440610407486,0.2039080793177009,751.0,2.8672,4,fedmd_loot,1:3,0.1,4,2670,40,8,2.0
32,0.9057738095238095,0.05562967524174421,0.6753700446386797,0.2066655357736441,771.5,2.9568,4,fedmd_loot,1:3,0.1,4,2670,40,8,2.0
33,0.9055952380952381,0.05361308505499342,0.6722661558434858,0.2037909034428783,753.8,3.0464,4,fedmd_loot,1:3,0.1,4,2670,40,8,2.0
34,0.905357142857143,0.05596871531094991,0.655831688531851,0.1981022598820879,770.0,3.136,4,fedmd_loot,1:3,0.1,4,2670,40,8,2.0
35,0.9054761904761905,0.049341661267681663,0.6817471627923789,0.20947445674286785,755.1,3.2256,4,fedmd_loot,1:3,0.1,4,2670,40,8,2.0
36,0.9054166666666668,0.05191276804864223,0.6722542869468686,0.18938187757086267,755.1,3.3152,4,fedmd_loot,1:3,0.1,4,2670,40,8,2.0
37,0.9052976190476192,0.0545544099850704,0.6602462663510483,0.1992475582276539,592.7,3.4048,4,fedmd_loot,1:3,0.1,4,2670,40,8,2.0
38,0.9055357142857143,0.05342011527285903,0.6853580579999354,0.21172846270535306,497.0,3.4944,4,fedmd_loot,1:3,0.1,4,2670,40,8,2.0
39,0.9055952380952381,0.051963073998465906,0.6664966050953157,0.18095904534561602,496.4,3.584,4,fedmd_loot,1:3,0.1,4,2670,40,8,2.0
