round,hamming_acc,macro_f1,auroc,auprc,seconds,comm_mb,scenario,method,mm_ratio,alpha,clients,train_subset,rounds,batch
0,0.9104579630895421,0.0363384188626907,0.6503866919359039,0.1700733525025951,428.7,4280.592128,3,fedavg,3:1,0.1,4,2670,40,8
1,0.9289131920710868,0.11098103774160113,0.7730823498047573,0.3082915227305417,432.8,8561.184256,3,fedavg,3:1,0.1,4,2670,40,8
2,0.9481658692185008,0.27671978056207386,0.8536563428149578,0.4119325986868535,441.0,12841.776384,3,fedavg,3:1,0.1,4,2670,40,8
3,0.94896331738437,0.285878156566931,0.8462511141170831,0.40078748366839706,441.4,17122.368512,3,fedavg,3:1,0.1,4,2670,40,8
4,0.9504442925495558,0.31174552426089297,0.8486557639301626,0.42109143061575666,444.5,21402.96064,3,fedavg,3:1,0.1,4,2670,40,8
5,0.9502164502164502,0.33717963284095387,0.8584927177549198,0.43688706793102294,446.2,25683.552768,3,fedavg,3:1,0.1,4,2670,40,8
6,0.9355206197311461,0.26756094101757133,0.8006324722105056,0.3811206982091654,448.1,29964.144896,3,fedavg,3:1,0.1,4,2670,40,8
7,0.9277739804055594,0.22905843222177794,0.7534940930675736,0.30518508755301604,448.8,34244.737024,3,fedavg,3:1,0.1,4,2670,40,8
8,0.943609022556391,0.28281896203217305,0.8164188156802573,0.3906419580983434,450.3,38525.329152000006,3,fedavg,3:1,0.1,4,2670,40,8
9,0.9463431305536568,0.309316356728726,0.8338640284460915,0.40339832275035387,462.0,42805.92128,3,fedavg,3:1,0.1,4,2670,40,8
10,0.9433811802232854,0.3112191966872014,0.8054553079548851,0.3712358003294702,457.6,47086.513408,3,fedavg,3:1,0.1,4,2670,40,8
11,0.9352927773980405,0.2423400331282326,0.7971263709181617,0.3362750782069993,456.9,51367.105536,3,fedavg,3:1,0.1,4,2670,40,8
12,0.9179767600820232,0.19631574622857276,0.7279730583665008,0.2670144440141431,463.3,55647.69766400001,3,fedavg,3:1,0.1,4,2670,40,8
13,0.9146730462519936,0.1344483622723557,0.708602924175983,0.2378916028869431,441.8,59928.289792,3,fedavg,3:1,0.1,4,2670,40,8
14,0.9147869674185464,0.15926383211239128,0.7380043127384336,0.2661464926944807,459.8,64208.88192,3,fedavg,3:1,0.1,4,2670,40,8
15,0.89792663476874,0.13809244037545795,0.6716099863067272,0.19495389319825543,483.6,68489.474048,3,fedavg,3:1,0.1,4,2670,40,8
16,0.9080656185919344,0.13976416538171035,0.6663206678620409,0.19350585474711887,466.8,72770.06617600001,3,fedavg,3:1,0.1,4,2670,40,8
17,0.9052175894281157,0.12030974546480877,0.6792526428242311,0.19197044516894765,446.2,77050.65830400001,3,fedavg,3:1,0.1,4,2670,40,8
18,0.9037366142629301,0.11552980291256351,0.6633840590710005,0.1810165309503829,457.7,81331.250432,3,fedavg,3:1,0.1,4,2670,40,8
19,0.9048758259284575,0.11630628725879884,0.698931545887583,0.2032956840535626,453.3,85611.84256,3,fedavg,3:1,0.1,4,2670,40,8
20,0.9037366142629301,0.16058745001593785,0.6779782614135711,0.20330956613567758,448.5,89892.43468800001,3,fedavg,3:1,0.1,4,2670,40,8
21,0.9035087719298246,0.12820474008036187,0.6810646543654233,0.19501369281995817,444.6,94173.026816,3,fedavg,3:1,0.1,4,2670,40,8
22,0.9014581909318752,0.12743264242164778,0.6905521263438812,0.19386819735030622,436.0,98453.618944,3,fedavg,3:1,0.1,4,2670,40,8
23,0.9096605149236728,0.11910591701182528,0.6947133076830267,0.19761592265998162,438.0,102734.211072,3,fedavg,3:1,0.1,4,2670,40,8
24,0.9012303485987696,0.12000333628390604,0.6757733264661276,0.18274419075431508,442.2,107014.80320000001,3,fedavg,3:1,0.1,4,2670,40,8
25,0.9103440419229893,0.12073953511978619,0.7065226842528693,0.1896006194370197,435.7,111295.39532800001,3,fedavg,3:1,0.1,4,2670,40,8
26,0.9024834814308499,0.1085284455048968,0.6871575331147913,0.17962840596135443,643.9,115575.987456,3,fedavg,3:1,0.1,4,2670,40,8
27,0.9047619047619048,0.13871280978697162,0.6970399681034627,0.18675661799212032,716.8,119856.579584,3,fedavg,3:1,0.1,4,2670,40,8
28,0.906470722260196,0.13980341414058645,0.701239440569334,0.1892144522383997,452.9,124137.17171200001,3,fedavg,3:1,0.1,4,2670,40,8
29,0.9043062200956937,0.1266257122789179,0.6738703000786267,0.19557673442503662,441.7,128417.76384,3,fedavg,3:1,0.1,4,2670,40,8
30,0.9061289587605377,0.12415400961366727,0.6820495289008812,0.1878091286703552,443.2,132698.35596800002,3,fedavg,3:1,0.1,4,2670,40,8
31,0.9039644565960355,0.10670272518597804,0.695115567368476,0.1810406027248945,436.7,136978.948096,3,fedavg,3:1,0.1,4,2670,40,8
32,0.9059011164274322,0.09808013730590026,0.7000329339160195,0.19012468816031383,437.7,141259.540224,3,fedavg,3:1,0.1,4,2670,40,8
33,0.9012303485987696,0.10428587696208944,0.7077800356448797,0.2142737046300061,436.2,145540.13235200002,3,fedavg,3:1,0.1,4,2670,40,8
34,0.9045340624287993,0.14739490169701414,0.7041637425314251,0.21272189644975134,440.3,149820.72448,3,fedavg,3:1,0.1,4,2670,40,8
35,0.9062428799270904,0.09738181100269239,0.6895829064281733,0.20189866529788186,446.7,154101.31660800002,3,fedavg,3:1,0.1,4,2670,40,8
36,0.904647983595352,0.099649587273876,0.679638808565668,0.1992239087450765,435.6,158381.908736,3,fedavg,3:1,0.1,4,2670,40,8
37,0.9057871952608795,0.12335868652177251,0.6713163160042083,0.1920643245522092,656.4,162662.500864,3,fedavg,3:1,0.1,4,2670,40,8
38,0.9011164274322169,0.13499505581063018,0.6789332090932529,0.20002761656970391,671.8,166943.09299200002,3,fedavg,3:1,0.1,4,2670,40,8
39,0.9044201412622466,0.1097639134348921,0.7008590427881326,0.21452983887271523,433.3,171223.68512,3,fedavg,3:1,0.1,4,2670,40,8
