round,hamming_acc,macro_f1,auroc,auprc,seconds,comm_mb,scenario,method,alpha,clients,train_subset,rounds,batch,freeze_text,freeze_image
26,0.9116666666666666,0.1501483004365918,0.6920534206671534,0.23127626895476913,420.4,28893.991352,1,fedavg,100.0,1,2670,40,8,False,False
27,0.9085714285714286,0.13874647742812257,0.6957790902840509,0.2087390426342774,419.5,29964.139172,1,fedavg,100.0,1,2670,40,8,False,False
28,0.9130952380952381,0.14909947434542636,0.6934279030491025,0.2051843287036065,419.3,31034.286992,1,fedavg,100.0,1,2670,40,8,False,False
29,0.9128571428571428,0.16974049115917408,0.6989369154054937,0.2204856372300161,419.0,32104.434812,1,fedavg,100.0,1,2670,40,8,False,False
30,0.9080952380952381,0.1531871646871647,0.7155240613324246,0.22387505143849976,420.1,33174.582632,1,fedavg,100.0,1,2670,40,8,False,False
31,0.9111904761904762,0.1621379455965922,0.6840050229036567,0.21739096433733987,419.6,34244.730452,1,fedavg,100.0,1,2670,40,8,False,False
32,0.9116666666666666,0.16599701305583658,0.7021695325655076,0.20874937035650246,420.3,35314.878272,1,fedavg,100.0,1,2670,40,8,False,False
33,0.9107142857142857,0.13843063372009617,0.7272264233163772,0.24973280425230174,419.5,36385.026092,1,fedavg,100.0,1,2670,40,8,False,False
34,0.9104761904761904,0.16991464076169716,0.7316205210065354,0.258810193130997,424.5,37455.173912,1,fedavg,100.0,1,2670,40,8,False,False
35,0.9138095238095238,0.17077309860564652,0.727418920458355,0.25155554641108707,422.3,38525.321732,1,fedavg,100.0,1,2670,40,8,False,False
36,0.9095238095238095,0.16710803848961747,0.7416069296858566,0.23795665332124433,421.3,39595.469552,1,fedavg,100.0,1,2670,40,8,False,False
37,0.91,0.16111643299085338,0.719461763543998,0.22760662671960072,421.4,40665.617372,1,fedavg,100.0,1,2670,40,8,False,False
38,0.9007142857142857,0.1603024561857948,0.7092633132377519,0.2014506518187158,421.2,41735.765192,1,fedavg,100.0,1,2670,40,8,False,False
39,0.9135714285714286,0.13903815595690255,0.7203041623072085,0.25292448470520495,421.4,42805.913012,1,fedavg,100.0,1,2670,40,8,False,False
