round,hamming_acc,macro_f1,auroc,auprc,seconds,comm_mb,scenario,method,mm_ratio,alpha,clients,train_subset,rounds,batch
20,0.9114832535885168,0.18917795219988318,0.7092748651002612,0.2264957305564915,143.3,89892.43468800001,3,uniml,uni,100.0,4,2670,40,8
21,0.9125085440874915,0.19086114310685778,0.7177605851523949,0.2335472900229854,143.5,94173.026816,3,uniml,uni,100.0,4,2670,40,8
22,0.9094326725905674,0.1817892899940537,0.7016668842064137,0.23708414049458662,143.5,98453.618944,3,uniml,uni,100.0,4,2670,40,8
23,0.9089769879243563,0.20062961707580734,0.7044348503961199,0.2196224070639068,143.5,102734.211072,3,uniml,uni,100.0,4,2670,40,8
24,0.911825017088175,0.16062164308738242,0.7069662959336689,0.22636112218630644,143.6,107014.80320000001,3,uniml,uni,100.0,4,2670,40,8
25,0.9098883572567783,0.18854192595415395,0.7063723500780376,0.23083521121406175,143.5,111295.39532800001,3,uniml,uni,100.0,4,2670,40,8
26,0.9112554112554112,0.18974778191980843,0.7151497564979443,0.2299086169712752,143.7,115575.987456,3,uniml,uni,100.0,4,2670,40,8
27,0.9112554112554112,0.18107150914669098,0.7154901734276576,0.23099744004604955,143.6,119856.579584,3,uniml,uni,100.0,4,2670,40,8
28,0.9131920710868079,0.19317718457095176,0.7186573408258329,0.23492133642575433,143.6,124137.17171200001,3,uniml,uni,100.0,4,2670,40,8
29,0.9106858054226475,0.18210630640566525,0.7187370023049627,0.23186470089177644,143.5,128417.76384,3,uniml,uni,100.0,4,2670,40,8
30,0.9094326725905674,0.20407112847987913,0.720632584181135,0.22639870455514946,143.5,132698.35596800002,3,uniml,uni,100.0,4,2670,40,8
31,0.9086352244246981,0.19040245622246652,0.7204528811671456,0.22793305818443463,143.6,136978.948096,3,uniml,uni,100.0,4,2670,40,8
32,0.9123946229209388,0.1725226148686278,0.7233530190433372,0.23155200688095617,143.7,141259.540224,3,uniml,uni,100.0,4,2670,40,8
33,0.9122807017543859,0.16220284047812775,0.7202926046061214,0.22862414195530548,143.6,145540.13235200002,3,uniml,uni,100.0,4,2670,40,8
34,0.9107997265892003,0.19445935203107292,0.7055472671571507,0.24158566551335947,146.5,149820.72448,3,uniml,uni,100.0,4,2670,40,8
35,0.9126224652540442,0.16841918934991562,0.7050640491092901,0.23511402727749348,156.2,154101.31660800002,3,uniml,uni,100.0,4,2670,40,8
36,0.9147869674185464,0.1729515511147239,0.7140948192232814,0.23601837198044356,146.0,158381.908736,3,uniml,uni,100.0,4,2670,40,8
37,0.9136477557530189,0.18680535838397322,0.7198199962263848,0.2448132102622578,143.7,162662.500864,3,uniml,uni,100.0,4,2670,40,8
38,0.9114832535885168,0.17781343938398728,0.7222669658152393,0.2320850737517103,143.7,166943.09299200002,3,uniml,uni,100.0,4,2670,40,8
39,0.9139895192526771,0.16161839312257764,0.7155175706354843,0.228179037964689,143.5,171223.68512,3,uniml,uni,100.0,4,2670,40,8
