epoch,hamming_acc,macro_f1,auroc,auprc,seconds,mode,alpha,clients,mm_ratio,vary_embed,which_client
41,0.9592857142857143,0.3584868523872163,0.8717174501000493,0.4382103375937036,2680.7,local,100.0,4,full,True,client0
43,0.9573809523809523,0.3923086749143967,0.8628191704271292,0.4347007817922283,2807.4,local,100.0,4,full,True,client0
45,0.955952380952381,0.36927056078841797,0.8611764673721811,0.4334484606097347,2933.9,local,100.0,4,full,True,client0
47,0.9557142857142857,0.3659852473570614,0.8744136951026694,0.43435534804401055,3060.4,local,100.0,4,full,True,client0
49,0.9588095238095238,0.3544798756952786,0.8519134830763038,0.4384323718482362,3187.1,local,100.0,4,full,True,client0
51,0.9583333333333334,0.38359644481709887,0.8526619978959264,0.435064083285135,3314.6,local,100.0,4,full,True,client0
53,0.959047619047619,0.3669198308176379,0.864232490126396,0.4375243397341146,3441.3,local,100.0,4,full,True,client0
55,0.9578571428571429,0.37488127183930037,0.8312838587006797,0.4297091554515247,3568.0,local,100.0,4,full,True,client0
57,0.9614285714285714,0.3916624672823995,0.8319812672886459,0.4298785047487357,3694.6,local,100.0,4,full,True,client0
59,0.9592857142857143,0.37667541202346,0.8468033276506741,0.4425343287891113,3821.1,local,100.0,4,full,True,client0
61,0.9595238095238096,0.36278583835411954,0.863989893331529,0.45318694907670815,3948.4,local,100.0,4,full,True,client0
63,0.9585714285714285,0.3670834611976805,0.8454146417484416,0.43483246443377116,4075.3,local,100.0,4,full,True,client0
65,0.9595238095238096,0.37132149580665874,0.8516015820618345,0.43748908902038586,4202.9,local,100.0,4,full,True,client0
67,0.9585714285714285,0.3754314473552932,0.8477325731462672,0.4373492601825567,4329.7,local,100.0,4,full,True,client0
69,0.9566666666666667,0.35282572592182115,0.8491694654567262,0.43833702760977006,4456.2,local,100.0,4,full,True,client0
71,0.9592857142857143,0.3751600890291998,0.8506546976744934,0.43925796667124967,4584.0,local,100.0,4,full,True,client0
73,0.9580952380952381,0.36243025214626323,0.8411249852583251,0.4268501852838377,4710.9,local,100.0,4,full,True,client0
75,0.9578571428571429,0.3618325814647735,0.8389475770286984,0.43646772837008846,4837.6,local,100.0,4,full,True,client0
77,0.9580952380952381,0.3767736299284549,0.8440911610698016,0.43685485252071377,4964.8,local,100.0,4,full,True,client0
79,0.9588095238095238,0.36476957070876365,0.8530730515115795,0.43451314857967044,5091.7,local,100.0,4,full,True,client0
1,0.95,0.16775393139455216,0.8145423762656101,0.3703438962503639,5209.3,local,100.0,4,full,True,client1
3,0.9547619047619048,0.30525285382970385,0.8647852646038474,0.4481648119336639,5325.1,local,100.0,4,full,True,client1
5,0.9664285714285714,0.37235699168691916,0.9050078045988521,0.5376067808386582,5440.6,local,100.0,4,full,True,client1
7,0.9685714285714285,0.3838174683422409,0.8708840527242457,0.5287476119465103,5556.3,local,100.0,4,full,True,client1
9,0.9673809523809523,0.40430257517807505,0.8777090313719423,0.5823161733954766,5672.2,local,100.0,4,full,True,client1
11,0.9678571428571429,0.4709416919468466,0.8918990448687677,0.5470843077567782,5788.0,local,100.0,4,full,True,client1
13,0.9711904761904762,0.44335318945817503,0.8917582085855587,0.5722172060700812,5903.5,local,100.0,4,full,True,client1
15,0.9678571428571429,0.4048549611694125,0.8706280887815364,0.4686444613496959,6019.6,local,100.0,4,full,True,client1
17,0.9680952380952381,0.40087394939501186,0.8760357403188559,0.46979634773376827,6135.4,local,100.0,4,full,True,client1
19,0.969047619047619,0.41608727161579884,0.8927390395756455,0.5017115916981904,6251.6,local,100.0,4,full,True,client1
21,0.9642857142857143,0.40446017359523145,0.8991493934719141,0.49684465266222294,6367.7,local,100.0,4,full,True,client1
23,0.964047619047619,0.39145324631674183,0.8865922246795048,0.49912805007488487,6482.9,local,100.0,4,full,True,client1
25,0.9664285714285714,0.40007241936324467,0.902124122355877,0.49565725904801444,6598.1,local,100.0,4,full,True,client1
27,0.9666666666666667,0.419111578649194,0.898105247131477,0.517392339645552,6713.4,local,100.0,4,full,True,client1
29,0.9652380952380952,0.4237230121959141,0.8851659361417561,0.5239956760230652,6828.8,local,100.0,4,full,True,client1
31,0.964047619047619,0.41938110838839865,0.8789762974902481,0.4831600058292554,6944.1,local,100.0,4,full,True,client1
33,0.9666666666666667,0.40933105652736496,0.8662445705423073,0.4545572705165189,7060.0,local,100.0,4,full,True,client1
35,0.9628571428571429,0.38161320166100415,0.8572974432518523,0.5250197894924401,7176.0,local,100.0,4,full,True,client1
37,0.9619047619047619,0.42124387860211393,0.8952704920745191,0.5048606255129113,7291.8,local,100.0,4,full,True,client1
39,0.9635714285714285,0.42240079244921175,0.8895834262071547,0.5097039944507509,7407.0,local,100.0,4,full,True,client1
41,0.964047619047619,0.41691512322954377,0.8963449447091854,0.5242995553169719,7523.2,local,100.0,4,full,True,client1
43,0.9664285714285714,0.4188720200501888,0.8700679632910695,0.5129952178944128,7639.3,local,100.0,4,full,True,client1
45,0.9671428571428572,0.4423528502705259,0.8988078843839252,0.49862925078173437,7755.7,local,100.0,4,full,True,client1
47,0.9647619047619047,0.424603693299182,0.8735585786815875,0.5525931395546023,7871.0,local,100.0,4,full,True,client1
49,0.9647619047619047,0.4102553108146563,0.8752411778800144,0.5035050522749126,7986.4,local,100.0,4,full,True,client1
51,0.9671428571428572,0.4404079859874518,0.8905951186037571,0.5507778519104478,8102.3,local,100.0,4,full,True,client1
53,0.97,0.4577076708164106,0.8813991360484007,0.5166227135416019,8218.3,local,100.0,4,full,True,client1
55,0.9711904761904762,0.4565366583208807,0.886357617475876,0.5814212221222631,8334.0,local,100.0,4,full,True,client1
57,0.9680952380952381,0.4454638017373199,0.8798206059679236,0.5053652320954649,8449.8,local,100.0,4,full,True,client1
59,0.9683333333333334,0.4547128516413575,0.8835208558690768,0.5060606025122916,8565.6,local,100.0,4,full,True,client1
61,0.9685714285714285,0.4468061315819412,0.889833759679083,0.5119950777211254,8681.7,local,100.0,4,full,True,client1
63,0.969047619047619,0.449181026247138,0.8897651929469218,0.5138690607732324,8798.0,local,100.0,4,full,True,client1
65,0.9678571428571429,0.4463770999117186,0.8843457446066262,0.5316243465904874,8914.1,local,100.0,4,full,True,client1
67,0.9709523809523809,0.4652657105118339,0.8910772093039887,0.5286715089399986,9030.4,local,100.0,4,full,True,client1
69,0.9704761904761905,0.4595133463000976,0.8901421913445396,0.5171376560024016,9146.4,local,100.0,4,full,True,client1
71,0.9702380952380952,0.46485679658480555,0.8815133503491352,0.5066456997506181,9262.2,local,100.0,4,full,True,client1
73,0.97,0.4594284840399273,0.884955646292726,0.5145923491046307,9378.6,local,100.0,4,full,True,client1
75,0.9692857142857143,0.4515866825340176,0.8897585416650433,0.5169849232575225,9494.9,local,100.0,4,full,True,client1
77,0.9707142857142858,0.4601155755999612,0.8859008995085972,0.5074724717124618,9611.0,local,100.0,4,full,True,client1
79,0.9704761904761905,0.45468696486848625,0.8901571644178878,0.5261480966972999,9726.8,local,100.0,4,full,True,client1
1,0.9476190476190476,0.18814625950180935,0.864311989832048,0.3685539339406615,9854.3,local,100.0,4,full,True,client2
3,0.9566666666666667,0.2936929171277706,0.8698018549643993,0.4953002475052541,9980.6,local,100.0,4,full,True,client2
5,0.9619047619047619,0.3539656344137031,0.8810596582224761,0.5117244851616719,10106.2,local,100.0,4,full,True,client2
7,0.9642857142857143,0.3329124621396353,0.8918344689079423,0.5266928608079566,10232.5,local,100.0,4,full,True,client2
9,0.9583333333333334,0.3623913680304658,0.9130162851251233,0.5117257077012839,10359.3,local,100.0,4,full,True,client2
11,0.9678571428571429,0.47998703791250963,0.9046892038930069,0.5804068673155554,10490.6,local,100.0,4,full,True,client2
13,0.9671428571428572,0.445612378796009,0.9152311257555044,0.5881600832330999,10623.5,local,100.0,4,full,True,client2
15,0.9635714285714285,0.4680453458359867,0.907600449347573,0.5927105710377248,10757.2,local,100.0,4,full,True,client2
17,0.9630952380952381,0.45301432359518495,0.9129852418663411,0.5964923806180532,10887.0,local,100.0,4,full,True,client2
19,0.9680952380952381,0.517659018738473,0.9228190542204303,0.6462507035094941,11016.1,local,100.0,4,full,True,client2
21,0.9678571428571429,0.5639096373828304,0.93930745634977,0.6619316777932144,11144.8,local,100.0,4,full,True,client2
23,0.9633333333333334,0.511876525779344,0.9214722486214929,0.6200275638949132,11273.5,local,100.0,4,full,True,client2
25,0.9654761904761905,0.4876891133934973,0.921907310062218,0.5486117448731938,11402.4,local,100.0,4,full,True,client2
27,0.9652380952380952,0.51423984398291,0.9255876461984487,0.6365735088406732,11531.5,local,100.0,4,full,True,client2
29,0.9683333333333334,0.5274089883896925,0.935038710111668,0.6068287379016145,11661.0,local,100.0,4,full,True,client2
31,0.9685714285714285,0.5090691951286189,0.9356094618397682,0.6401965763936203,11790.0,local,100.0,4,full,True,client2
33,0.9680952380952381,0.510255504425427,0.9255996288004603,0.6266789308992883,11918.5,local,100.0,4,full,True,client2
35,0.9676190476190476,0.496231212634806,0.9194604479230241,0.5998336689498219,12047.2,local,100.0,4,full,True,client2
37,0.9695238095238096,0.506302615200341,0.9277646919183925,0.5836057994823689,12175.9,local,100.0,4,full,True,client2
39,0.9671428571428572,0.5254526557915212,0.9387898345045176,0.6115063972774247,12304.6,local,100.0,4,full,True,client2
41,0.9683333333333334,0.5093744220577839,0.9343613370429932,0.6297939701451597,12433.3,local,100.0,4,full,True,client2
43,0.9692857142857143,0.5155100895850674,0.9449432083552207,0.6246225502787067,12562.3,local,100.0,4,full,True,client2
45,0.9692857142857143,0.5156357388973463,0.9359087386416673,0.5791691599719649,12691.1,local,100.0,4,full,True,client2
47,0.9685714285714285,0.5063321800160214,0.9464119973805569,0.63703348506836,12819.6,local,100.0,4,full,True,client2
49,0.9676190476190476,0.4969282703498278,0.9307474505332074,0.6007517249243965,12948.1,local,100.0,4,full,True,client2
51,0.9671428571428572,0.4818835145686945,0.9353736124051487,0.6059683780069323,13076.7,local,100.0,4,full,True,client2
53,0.9714285714285714,0.5445068079521861,0.9396473811619499,0.6443234688213803,13205.3,local,100.0,4,full,True,client2
55,0.9692857142857143,0.546481795142523,0.9361064222456136,0.591270156098295,13334.0,local,100.0,4,full,True,client2
57,0.9697619047619047,0.4859927999602681,0.937141368390785,0.6115711296856848,13462.6,local,100.0,4,full,True,client2
59,0.9721428571428572,0.5464652182469629,0.9436844348702199,0.6287267995715026,13591.4,local,100.0,4,full,True,client2
61,0.9704761904761905,0.520904838376043,0.946353502443103,0.6118507850247725,13720.0,local,100.0,4,full,True,client2
63,0.9702380952380952,0.549283829431447,0.9372796887185817,0.6090113769643182,13848.8,local,100.0,4,full,True,client2
65,0.9709523809523809,0.5334689122969188,0.9465004950574246,0.6162710773103329,13977.4,local,100.0,4,full,True,client2
67,0.9716666666666667,0.533050089926877,0.9453927748181892,0.6260482998180334,14105.9,local,100.0,4,full,True,client2
69,0.9714285714285714,0.5353730520083904,0.9417571945749857,0.6183807416328712,14234.7,local,100.0,4,full,True,client2
71,0.9716666666666667,0.540120074084292,0.9451765703190791,0.6211438514016965,14363.4,local,100.0,4,full,True,client2
73,0.9714285714285714,0.5267585988287198,0.9442012786339297,0.6225217710866106,14492.3,local,100.0,4,full,True,client2
75,0.9709523809523809,0.5135343046413797,0.9471617511917392,0.6242543788210665,14621.1,local,100.0,4,full,True,client2
77,0.9711904761904762,0.516806460772682,0.9462877103881996,0.6304613120804062,14750.0,local,100.0,4,full,True,client2
79,0.9707142857142858,0.5239711307280496,0.9481801551915725,0.6277633575331135,14878.8,local,100.0,4,full,True,client2
1,0.9285714285714286,0.1360586283983558,0.7978986850803189,0.23992747271474496,15008.0,local,100.0,4,full,True,client3
3,0.9316666666666666,0.10419028722600152,0.778735569371022,0.30185762534345895,15135.9,local,100.0,4,full,True,client3
5,0.9285714285714286,0.13459703667427275,0.7907427757407539,0.2981147325323155,15263.7,local,100.0,4,full,True,client3
7,0.9161904761904762,0.09442553398923195,0.7314361359236127,0.271787002282426,15391.7,local,100.0,4,full,True,client3
9,0.9207142857142857,0.12759216479991017,0.8084900746840031,0.29627390130405357,15519.6,local,100.0,4,full,True,client3
11,0.9188095238095239,0.17776419682834949,0.8135044952806678,0.27651772979499795,15647.6,local,100.0,4,full,True,client3
13,0.909047619047619,0.1637283924919824,0.7402285683300605,0.22395317846630922,15775.5,local,100.0,4,full,True,client3
15,0.910952380952381,0.15108979075501167,0.7293441365418181,0.24590317512269824,15903.1,local,100.0,4,full,True,client3
17,0.9002380952380953,0.15240531129035426,0.7169625791673857,0.21636025867388678,16031.1,local,100.0,4,full,True,client3
19,0.905,0.1509588450764921,0.7083478536069264,0.20597145879953233,16158.9,local,100.0,4,full,True,client3
21,0.8990476190476191,0.1494369126094058,0.705764041071796,0.2046185204126045,16287.0,local,100.0,4,full,True,client3
23,0.8897619047619048,0.15827990048836924,0.6750209813047429,0.18864641558238224,16414.8,local,100.0,4,full,True,client3
25,0.9047619047619048,0.12451568554503782,0.6945193896921603,0.19022167825299854,16542.6,local,100.0,4,full,True,client3
27,0.9011904761904762,0.15832375833456006,0.729802613564272,0.21113250433300212,16670.7,local,100.0,4,full,True,client3
29,0.8911904761904762,0.1542183350166461,0.7070752407586509,0.20049263652793495,16798.8,local,100.0,4,full,True,client3
31,0.9073809523809524,0.1621854717565581,0.7189414297110811,0.21565915819559703,16928.3,local,100.0,4,full,True,client3
33,0.9030952380952381,0.18230144262379525,0.7077829052345886,0.22522969666571582,17059.3,local,100.0,4,full,True,client3
35,0.9004761904761904,0.17477770837168308,0.7017849235762117,0.2160476789665303,17194.5,local,100.0,4,full,True,client3
37,0.9042857142857142,0.16482564447229064,0.7344407213853864,0.2246434878731168,17327.5,local,100.0,4,full,True,client3
39,0.8947619047619048,0.16920101766150958,0.7482830688478292,0.21835983794700717,17457.5,local,100.0,4,full,True,client3
41,0.9021428571428571,0.15585826866724437,0.7171686985094972,0.23398266684662075,17591.1,local,100.0,4,full,True,client3
43,0.9054761904761904,0.13672411166979728,0.7374606971126162,0.21524222241477337,17736.0,local,100.0,4,full,True,client3
45,0.9028571428571428,0.20734859521434396,0.7338040273253875,0.22522264979542844,17885.1,local,100.0,4,full,True,client3
47,0.9080952380952381,0.16925498611277198,0.7168558192598955,0.21895976742719606,18049.0,local,100.0,4,full,True,client3
49,0.8983333333333333,0.16031288235076738,0.730150773492999,0.22503009548152417,18214.5,local,100.0,4,full,True,client3
51,0.9021428571428571,0.17169184564305384,0.7266339858136062,0.2453327987592803,18363.7,local,100.0,4,full,True,client3
53,0.8990476190476191,0.173952064708943,0.7192611776690624,0.2414238601160333,18502.1,local,100.0,4,full,True,client3
55,0.8976190476190476,0.16364625665655028,0.7147053358642543,0.22393152376298228,18632.3,local,100.0,4,full,True,client3
57,0.8997619047619048,0.18949871349598807,0.718120478563385,0.22598980658178583,18762.3,local,100.0,4,full,True,client3
59,0.8983333333333333,0.17521144339132994,0.7126848187239337,0.21803633303322364,18892.2,local,100.0,4,full,True,client3
61,0.8983333333333333,0.1648287726585599,0.7031220961495822,0.21639031033652345,19021.2,local,100.0,4,full,True,client3
63,0.8973809523809524,0.17531627033589078,0.7125125196354645,0.21808831241619414,19149.2,local,100.0,4,full,True,client3
65,0.8961904761904762,0.16439870638329918,0.7167015205067532,0.22013935585888258,19275.5,local,100.0,4,full,True,client3
67,0.895952380952381,0.17803166108391313,0.7184447487159265,0.2232456490648637,19402.8,local,100.0,4,full,True,client3
69,0.8966666666666666,0.17032691596404503,0.7228887499500665,0.2234385937384049,19529.8,local,100.0,4,full,True,client3
71,0.9002380952380953,0.16859512474451047,0.7209365003098439,0.23761814773384285,19656.4,local,100.0,4,full,True,client3
73,0.8983333333333333,0.1632805987955531,0.721498450414904,0.223527204936482,19783.6,local,100.0,4,full,True,client3
75,0.8976190476190476,0.17888971340696114,0.7232146665614232,0.23539148599252865,19910.1,local,100.0,4,full,True,client3
77,0.8964285714285715,0.16091004347069934,0.7300713559690408,0.2286467699502927,20037.1,local,100.0,4,full,True,client3
79,0.8964285714285715,0.1659552463124597,0.7190751617422242,0.22696949797989854,20164.4,local,100.0,4,full,True,client3
79,0.9521428571428571,0.3460025550507852,0.8879555044813292,0.459114468735497,20164.4,local,100.0,4,full,True,AVERAGE
