round,hamming_acc,macro_f1,auroc,auprc,seconds,comm_mb,scenario,method,mm_ratio,alpha,clients,train_subset,rounds,batch
0,0.9215083162451584,0.09388778373863385,0.7689012120310073,0.28241551266662285,424.0,4280.592128,3,min,uni,0.1,4,2670,40,8
1,0.9215083162451584,0.12719506407214048,0.7546243768394699,0.3016415942383882,427.8,8561.184256,3,min,uni,0.1,4,2670,40,8
2,0.9275461380724539,0.14543548578838214,0.746735852055924,0.29711617769348664,427.2,12841.776384,3,min,uni,0.1,4,2670,40,8
3,0.9151287309182046,0.10380543083993794,0.7183534106753563,0.24286692390410472,427.9,17122.368512,3,min,uni,0.1,4,2670,40,8
4,0.911369332421964,0.06909631715378696,0.6811850196303827,0.19476055758702066,428.6,21402.96064,3,min,uni,0.1,4,2670,40,8
5,0.9153565732513101,0.14974994638013997,0.7090150075296141,0.2502970109664501,428.7,25683.552768,3,min,uni,0.1,4,2670,40,8
6,0.9063568010936432,0.08311200978152734,0.6918691747565017,0.1921353842928894,429.7,29964.144896,3,min,uni,0.1,4,2670,40,8
7,0.9054454317612213,0.1146091129871212,0.6919599170370795,0.1905343079775695,428.9,34244.737024,3,min,uni,0.1,4,2670,40,8
8,0.9092048302574618,0.1083965338944697,0.6949216369254767,0.19074390542631672,428.9,38525.329152000006,3,min,uni,0.1,4,2670,40,8
9,0.9084073820915927,0.11114880045391591,0.680515882419974,0.17604110196633563,429.0,42805.92128,3,min,uni,0.1,4,2670,40,8
10,0.9069264069264069,0.10720437534154635,0.6741934148442806,0.1884784290758868,430.0,47086.513408,3,min,uni,0.1,4,2670,40,8
11,0.9053315105946685,0.1271405851703736,0.6832793515067824,0.18334222584878018,428.8,51367.105536,3,min,uni,0.1,4,2670,40,8
12,0.9080656185919344,0.12452296912307978,0.6802984538766145,0.18966812915246936,429.3,55647.69766400001,3,min,uni,0.1,4,2670,40,8
13,0.9062428799270904,0.14751037519645607,0.6926526981378504,0.2014436943649287,429.9,59928.289792,3,min,uni,0.1,4,2670,40,8
14,0.9088630667578036,0.13979078258195113,0.7188613446338448,0.20084490542655672,429.3,64208.88192,3,min,uni,0.1,4,2670,40,8
15,0.9115971747550695,0.12184331626782122,0.7051047359988241,0.20917554854275608,429.7,68489.474048,3,min,uni,0.1,4,2670,40,8
16,0.9074960127591707,0.10053757991365911,0.6708833020176124,0.17919747685092155,429.3,72770.06617600001,3,min,uni,0.1,4,2670,40,8
17,0.9081795397584871,0.09883742473563914,0.665584560942956,0.1919057720359741,430.2,77050.65830400001,3,min,uni,0.1,4,2670,40,8
18,0.9061289587605377,0.08522740734999612,0.6805594660803775,0.167064872882455,434.4,81331.250432,3,min,uni,0.1,4,2670,40,8
19,0.9065846434267487,0.10467553398699243,0.6831689750798163,0.1808767498796366,430.2,85611.84256,3,min,uni,0.1,4,2670,40,8
20,0.9057871952608795,0.10054867360079014,0.689971353302869,0.18255403187383287,433.3,89892.43468800001,3,min,uni,0.1,4,2670,40,8
21,0.907382091592618,0.1139574083914537,0.6806959293927529,0.17838600354202508,510.4,94173.026816,3,min,uni,0.1,4,2670,40,8
22,0.9078377762588289,0.12615450385355892,0.6810134540701898,0.1938463903370339,676.5,98453.618944,3,min,uni,0.1,4,2670,40,8
23,0.9069264069264069,0.1250270977686709,0.7055405241194764,0.210485788777258,689.9,102734.211072,3,min,uni,0.1,4,2670,40,8
24,0.9062428799270904,0.07794610849035026,0.6597683858492296,0.17836544666876902,704.9,107014.80320000001,3,min,uni,0.1,4,2670,40,8
25,0.9071542492595124,0.08562682071550408,0.6665600472821281,0.16925091874917306,688.8,111295.39532800001,3,min,uni,0.1,4,2670,40,8
26,0.9074960127591707,0.09868369153484133,0.6821868995706899,0.1891465366523621,696.9,115575.987456,3,min,uni,0.1,4,2670,40,8
27,0.9053315105946685,0.0839240781051348,0.6056894359073145,0.158257568545773,664.0,119856.579584,3,min,uni,0.1,4,2670,40,8
28,0.9052175894281157,0.0705536434916934,0.6524556438025747,0.16201610645514017,663.7,124137.17171200001,3,min,uni,0.1,4,2670,40,8
29,0.9031670084301663,0.11850894281934633,0.6809681635835592,0.19038459189668203,660.8,128417.76384,3,min,uni,0.1,4,2670,40,8
30,0.9052175894281157,0.10107285452613067,0.6671298897290754,0.1815161467383343,661.6,132698.35596800002,3,min,uni,0.1,4,2670,40,8
31,0.9045340624287993,0.08811476443719275,0.6749212366815619,0.1766996554950451,661.5,136978.948096,3,min,uni,0.1,4,2670,40,8
32,0.9078377762588289,0.09587532824394174,0.6784605900042816,0.18110202600943795,663.3,141259.540224,3,min,uni,0.1,4,2670,40,8
33,0.905559352927774,0.11802251004794796,0.6641645500561394,0.18722043148153303,663.0,145540.13235200002,3,min,uni,0.1,4,2670,40,8
34,0.9082934609250398,0.09685533583759577,0.6702869071467676,0.17901024511469657,667.5,149820.72448,3,min,uni,0.1,4,2670,40,8
35,0.904192298929141,0.09055869196243528,0.6814475414272639,0.17741752033257274,662.7,154101.31660800002,3,min,uni,0.1,4,2670,40,8
36,0.905559352927774,0.08361963145408857,0.648491019997735,0.16640258888878684,578.3,158381.908736,3,min,uni,0.1,4,2670,40,8
37,0.9045340624287993,0.10827583870633779,0.6697508157696668,0.175081083803988,435.9,162662.500864,3,min,uni,0.1,4,2670,40,8
38,0.9060150375939849,0.08385017617861489,0.6588691805547937,0.17326005572772957,427.3,166943.09299200002,3,min,uni,0.1,4,2670,40,8
39,0.9069264069264069,0.09129926176602865,0.6814696695832947,0.17816969482482703,427.2,171223.68512,3,min,uni,0.1,4,2670,40,8
