round,hamming_acc,macro_f1,auroc,auprc,seconds,comm_mb,scenario,method,alpha,clients,train_subset,rounds,batch,freeze_text,freeze_image
0,0.9402380952380952,0.13474488336876866,0.8036851186158913,0.3126739520914179,609.0,0.0896,2,fedmd,100.0,4,2670,40,8,False,False
1,0.9530952380952381,0.20846120691181583,0.853775610116716,0.4265480077661468,607.4,0.1792,2,fedmd,100.0,4,2670,40,8,False,False
2,0.9558928571428571,0.27576006834032507,0.8851565491156677,0.47301706982515423,609.1,0.2688,2,fedmd,100.0,4,2670,40,8,False,False
3,0.9560119047619048,0.30485683063962793,0.8822310589744055,0.4781165722426989,609.5,0.3584,2,fedmd,100.0,4,2670,40,8,False,False
4,0.955297619047619,0.34571038955982814,0.8839506819576021,0.5112880681449656,611.6,0.448,2,fedmd,100.0,4,2670,40,8,False,False
5,0.9581547619047619,0.36449934561970715,0.8917268522592943,0.4916324671954124,610.2,0.5376,2,fedmd,100.0,4,2670,40,8,False,False
6,0.9599404761904762,0.385966920100799,0.8884310515296713,0.49767037250786406,607.8,0.6272,2,fedmd,100.0,4,2670,40,8,False,False
7,0.9594642857142858,0.38138873650277105,0.8929323703102423,0.4907411997280555,608.2,0.7168,2,fedmd,100.0,4,2670,40,8,False,False
8,0.9545238095238096,0.3428722282842351,0.8824896377478674,0.4772943821138212,609.2,0.8064,2,fedmd,100.0,4,2670,40,8,False,False
9,0.9585714285714286,0.35468343293749194,0.8846529618801979,0.47240308966285943,612.7,0.896,2,fedmd,100.0,4,2670,40,8,False,False
10,0.9566666666666667,0.36449913481716556,0.8630521794816679,0.4861153778493763,614.3,0.9856,2,fedmd,100.0,4,2670,40,8,False,False
11,0.9502380952380952,0.34525800958334807,0.8498636785682383,0.445377713012888,612.5,1.0752,2,fedmd,100.0,4,2670,40,8,False,False
12,0.9489285714285713,0.32074456575589416,0.8345419887934138,0.4104508210032578,628.6,1.1648,2,fedmd,100.0,4,2670,40,8,False,False
13,0.9466071428571429,0.36068051150291813,0.8558718065728774,0.4387829361694027,618.0,1.2544,2,fedmd,100.0,4,2670,40,8,False,False
14,0.9384523809523809,0.31129146315543427,0.805268984936437,0.39137419317029903,613.9,1.344,2,fedmd,100.0,4,2670,40,8,False,False
15,0.9348214285714286,0.3132631460588602,0.8014203576401466,0.3935218684795206,614.2,1.4336,2,fedmd,100.0,4,2670,40,8,False,False
16,0.934047619047619,0.2940458340427063,0.795196536435057,0.37928386731312885,612.7,1.5232,2,fedmd,100.0,4,2670,40,8,False,False
17,0.930595238095238,0.27017545529842657,0.7969864558651334,0.345816219989913,613.3,1.6128,2,fedmd,100.0,4,2670,40,8,False,False
18,0.9311904761904762,0.29126106841166877,0.7750717183099094,0.3343594417045398,613.0,1.7024,2,fedmd,100.0,4,2670,40,8,False,False
19,0.9319047619047619,0.2919613515768409,0.793685946957277,0.36144558785925823,614.2,1.792,2,fedmd,100.0,4,2670,40,8,False,False
20,0.9272619047619047,0.27364095351962053,0.7605537853783579,0.3304774499583929,612.9,1.8816,2,fedmd,100.0,4,2670,40,8,False,False
21,0.9274404761904762,0.24981024138000113,0.7604245889665457,0.3054783973179714,614.5,1.9712,2,fedmd,100.0,4,2670,40,8,False,False
22,0.9287500000000001,0.2736840129647456,0.7866373281523484,0.3348009882768175,615.3,2.0608,2,fedmd,100.0,4,2670,40,8,False,False
23,0.9199404761904761,0.21206016725309815,0.7592938905662727,0.2918051830777283,615.5,2.1504,2,fedmd,100.0,4,2670,40,8,False,False
24,0.913154761904762,0.19338920858155528,0.7369009094034233,0.2876060274663307,613.9,2.24,2,fedmd,100.0,4,2670,40,8,False,False
25,0.9148809523809524,0.18318456428580676,0.7279483275549649,0.2878985785938199,613.8,2.3296,2,fedmd,100.0,4,2670,40,8,False,False
26,0.9142857142857143,0.18847736646794006,0.7414065463739419,0.2565456100559004,613.1,2.4192,2,fedmd,100.0,4,2670,40,8,False,False
27,0.9143452380952382,0.18588828449785974,0.7422477753346931,0.2631226155723193,613.3,2.5088,2,fedmd,100.0,4,2670,40,8,False,False
28,0.9074404761904762,0.15592275198510075,0.7221748722046049,0.22967485378091235,613.9,2.5984,2,fedmd,100.0,4,2670,40,8,False,False
29,0.903452380952381,0.15287155994507368,0.7170552532065633,0.23922293297974406,614.3,2.688,2,fedmd,100.0,4,2670,40,8,False,False
30,0.9064285714285715,0.14610166888225734,0.7294829029375169,0.2250727564403174,614.7,2.7776,2,fedmd,100.0,4,2670,40,8,False,False
31,0.9047619047619047,0.16669936653771544,0.6994880394107744,0.24234456140167712,614.2,2.8672,2,fedmd,100.0,4,2670,40,8,False,False
32,0.9033333333333333,0.16714719845254927,0.6959474986252177,0.23151402462880807,615.0,2.9568,2,fedmd,100.0,4,2670,40,8,False,False
33,0.9074404761904762,0.15682577103441508,0.7112521215215641,0.22913110531449302,614.6,3.0464,2,fedmd,100.0,4,2670,40,8,False,False
34,0.9073214285714286,0.16478519585022536,0.7178055967373101,0.22900256894093823,614.4,3.136,2,fedmd,100.0,4,2670,40,8,False,False
35,0.9043452380952381,0.16710100059589533,0.7029527313869628,0.22914961559820912,615.6,3.2256,2,fedmd,100.0,4,2670,40,8,False,False
36,0.9080357142857143,0.15786608692601067,0.6980313773997937,0.23348037035220573,614.9,3.3152,2,fedmd,100.0,4,2670,40,8,False,False
