round,hamming_acc,macro_f1,auroc,auprc,seconds,comm_mb,scenario,method,mm_ratio,alpha,clients,train_subset,rounds,batch
23,0.9643426748689906,0.5199099146710139,0.9211946322608293,0.5469097583478171,240.1,102734.211072,3,fedavg,1:3,100.0,4,2670,40,8
24,0.9634313055365687,0.5269887951142527,0.9147332185204132,0.5750067916422319,242.2,107014.80320000001,3,fedavg,1:3,100.0,4,2670,40,8
25,0.9668489405331511,0.5480091559920278,0.9223158078112085,0.5800481446809856,237.2,111295.39532800001,3,fedavg,1:3,100.0,4,2670,40,8
26,0.96639325586694,0.5480726577796561,0.9234679247656928,0.5732124393992251,239.9,115575.987456,3,fedavg,1:3,100.0,4,2670,40,8
27,0.9658236500341764,0.5410314290572334,0.9218196392571061,0.5597599940546789,239.8,119856.579584,3,fedavg,1:3,100.0,4,2670,40,8
28,0.9668489405331511,0.5198649858420153,0.9231419218070219,0.5595401324441208,240.7,124137.17171200001,3,fedavg,1:3,100.0,4,2670,40,8
29,0.9654818865345182,0.5177723729953913,0.9194884008303753,0.5622585317196039,239.6,128417.76384,3,fedavg,1:3,100.0,4,2670,40,8
30,0.9644565960355435,0.5408686283197374,0.9093022083193393,0.5625500590664748,248.6,132698.35596800002,3,fedavg,1:3,100.0,4,2670,40,8
31,0.9659375712007291,0.5426309542687889,0.9232835515700009,0.5715213405111609,240.8,136978.948096,3,fedavg,1:3,100.0,4,2670,40,8
32,0.9624060150375939,0.5266994024028057,0.9178758924625567,0.5557126420528419,234.4,141259.540224,3,fedavg,1:3,100.0,4,2670,40,8
33,0.969127363864206,0.5292782444184079,0.9160035690451523,0.5532609068195353,232.7,145540.13235200002,3,fedavg,1:3,100.0,4,2670,40,8
34,0.9684438368648896,0.5307126457464161,0.9217160443717969,0.555049755600859,232.0,149820.72448,3,fedavg,1:3,100.0,4,2670,40,8
35,0.9652540442014126,0.5332321133256422,0.9222080417362218,0.5589803543093057,232.4,154101.31660800002,3,fedavg,1:3,100.0,4,2670,40,8
36,0.9693552061973114,0.5347785970450065,0.9273814507354325,0.5740626210374581,231.1,158381.908736,3,fedavg,1:3,100.0,4,2670,40,8
37,0.9649122807017544,0.5113638301160716,0.9200433135493004,0.5457322289254105,231.2,162662.500864,3,fedavg,1:3,100.0,4,2670,40,8
38,0.9684438368648896,0.525125609872917,0.91465903803775,0.5501939319949648,231.7,166943.09299200002,3,fedavg,1:3,100.0,4,2670,40,8
39,0.9669628616997038,0.5273001942377575,0.9135313016068853,0.5550632505453172,230.7,171223.68512,3,fedavg,1:3,100.0,4,2670,40,8
