round,hamming_acc,macro_f1,auroc,auprc,seconds,comm_mb,scenario,method,alpha,clients,train_subset,rounds,batch,freeze_text,freeze_image
0,0.9414285714285714,0.11680994521702488,0.8334320174306084,0.32816869798574955,485.1,,1,fedavg,100.0,4,2670,40,8,False,False
1,0.9588095238095238,0.2719365268120997,0.8980635720507478,0.47180344837824323,465.9,,1,fedavg,100.0,4,2670,40,8,False,False
2,0.9757142857142858,0.41828379179116876,0.9342347082539939,0.5601482245909324,478.2,,1,fedavg,100.0,4,2670,40,8,False,False
3,0.9780952380952381,0.43415486286604754,0.9564928612607382,0.6605912060681745,465.0,,1,fedavg,100.0,4,2670,40,8,False,False
4,0.981904761904762,0.5041605375439145,0.9558242160371602,0.693347117504293,465.9,,1,fedavg,100.0,4,2670,40,8,False,False
5,0.9835714285714285,0.584379543655161,0.9602438779458555,0.7299618507514737,465.6,,1,fedavg,100.0,4,2670,40,8,False,False
6,0.9854761904761905,0.6125441727492068,0.962997692523014,0.6742767285514416,464.6,,1,fedavg,100.0,4,2670,40,8,False,False
7,0.9854761904761905,0.6021667925206062,0.9610089440144003,0.6659759308993568,464.8,,1,fedavg,100.0,4,2670,40,8,False,False
8,0.9854761904761905,0.6543632092545136,0.9552406852340927,0.6836016505633831,465.4,,1,fedavg,100.0,4,2670,40,8,False,False
9,0.985,0.6077651021771224,0.9605477470306351,0.7035332623242037,465.1,,1,fedavg,100.0,4,2670,40,8,False,False
10,0.9845238095238096,0.6244019975435905,0.9588032368262115,0.6893493520001106,465.6,,1,fedavg,100.0,4,2670,40,8,False,False
11,0.9859523809523809,0.595756939467843,0.9600470425088377,0.6794491843375157,465.9,,1,fedavg,100.0,4,2670,40,8,False,False
12,0.9861904761904762,0.6087839391736011,0.9667145478594203,0.6747786024599115,466.1,,1,fedavg,100.0,4,2670,40,8,False,False
13,0.9845238095238096,0.6038150723288753,0.9601765208177416,0.6808537542719584,465.4,,1,fedavg,100.0,4,2670,40,8,False,False
14,0.9826190476190476,0.5874643208183582,0.9689690279198881,0.684332152009817,465.9,,1,fedavg,100.0,4,2670,40,8,False,False
15,0.9842857142857143,0.6850897132186614,0.9655052221623197,0.7203355766383038,465.5,,1,fedavg,100.0,4,2670,40,8,False,False
16,0.9842857142857143,0.652369165533191,0.9588839302006872,0.6953287685763972,466.1,,1,fedavg,100.0,4,2670,40,8,False,False
17,0.985,0.6169424417086599,0.9692631283206264,0.6801258425285441,465.9,,1,fedavg,100.0,4,2670,40,8,False,False
18,0.985,0.6064639659262084,0.9604763305370526,0.6646813725096791,466.5,,1,fedavg,100.0,4,2670,40,8,False,False
19,0.9845238095238096,0.647563259388643,0.9635470397362077,0.704847089198027,465.9,,1,fedavg,100.0,4,2670,40,8,False,False
20,0.9833333333333333,0.5927598937936803,0.9564886302569576,0.7146317669039853,466.2,,1,fedavg,100.0,4,2670,40,8,False,False
21,0.9835714285714285,0.6158650629941461,0.9624039657539143,0.6858754930626414,465.9,,1,fedavg,100.0,4,2670,40,8,False,False
22,0.9840476190476191,0.6084719779357535,0.9510725369293608,0.691552869202795,465.7,,1,fedavg,100.0,4,2670,40,8,False,False
23,0.9821428571428571,0.5785337121290309,0.9444680133903598,0.6838475660963302,466.4,,1,fedavg,100.0,4,2670,40,8,False,False
24,0.9826190476190476,0.6405651964355122,0.9723723595557427,0.6818329419595963,465.4,,1,fedavg,100.0,4,2670,40,8,False,False
25,0.9821428571428571,0.6159845461536991,0.9466063458044559,0.695546577800999,466.3,,1,fedavg,100.0,4,2670,40,8,False,False
26,0.9823809523809524,0.608087169275675,0.9640531201730095,0.6849062614200433,466.2,,1,fedavg,100.0,4,2670,40,8,False,False
27,0.9852380952380952,0.6480866580866581,0.9684486477396327,0.7240030971153057,466.5,,1,fedavg,100.0,4,2670,40,8,False,False
28,0.9838095238095238,0.6119207258012975,0.9576975047178314,0.6881720562948092,465.9,,1,fedavg,100.0,4,2670,40,8,False,False
29,0.9864285714285714,0.643728515023479,0.9332689014899512,0.7205461545908788,466.6,,1,fedavg,100.0,4,2670,40,8,False,False
30,0.9845238095238096,0.6314250919337303,0.962312898774199,0.6930134807203185,466.4,,1,fedavg,100.0,4,2670,40,8,False,False
31,0.9857142857142858,0.6182346323830981,0.9708767860233684,0.777317735470589,466.5,,1,fedavg,100.0,4,2670,40,8,False,False
32,0.9830952380952381,0.5909666680525023,0.9645350147735019,0.6953608755509529,465.3,,1,fedavg,100.0,4,2670,40,8,False,False
33,0.9852380952380952,0.6655956033448325,0.9743261832030923,0.7331479925421294,466.6,,1,fedavg,100.0,4,2670,40,8,False,False
34,0.9833333333333333,0.6591831864162646,0.958939025915949,0.7222061060190818,466.0,,1,fedavg,100.0,4,2670,40,8,False,False
35,0.9838095238095238,0.6244736391911686,0.9550727914493182,0.7234052456956948,465.3,,1,fedavg,100.0,4,2670,40,8,False,False
36,0.9852380952380952,0.6939305805932711,0.9360073422573977,0.7074194445806581,465.7,,1,fedavg,100.0,4,2670,40,8,False,False
37,0.9828571428571429,0.6506114742111268,0.9680860240812036,0.705819243639603,465.8,,1,fedavg,100.0,4,2670,40,8,False,False
38,0.9828571428571429,0.6005108414971814,0.9735934717187738,0.7037056588628655,466.4,,1,fedavg,100.0,4,2670,40,8,False,False
39,0.9826190476190476,0.5959525791298977,0.9747737786601008,0.6956411140238657,466.4,,1,fedavg,100.0,4,2670,40,8,False,False
