round,hamming_acc,macro_f1,auroc,auprc,seconds,comm_mb,scenario,method,alpha,clients,train_subset,rounds,batch,freeze_text,freeze_image
0,0.9361904761904762,0.11269523789186969,0.8809742177595564,0.4134336659396144,575.4,,1,fedprox,1.0,4,2670,40,8,False,False
1,0.9571428571428572,0.2916634255216932,0.9198479187416633,0.553153087651909,578.8,,1,fedprox,1.0,4,2670,40,8,False,False
2,0.9676190476190476,0.42037757486421684,0.9435444814609427,0.6379417041008477,577.6,,1,fedprox,1.0,4,2670,40,8,False,False
3,0.9733333333333334,0.5032109847610137,0.9615874025696459,0.6967452456607113,579.0,,1,fedprox,1.0,4,2670,40,8,False,False
4,0.981904761904762,0.6063488888052017,0.9704199701441936,0.7181908320928946,578.1,,1,fedprox,1.0,4,2670,40,8,False,False
5,0.9830952380952381,0.6373030307135106,0.9642668377998649,0.7296286550405634,578.5,,1,fedprox,1.0,4,2670,40,8,False,False
6,0.9840476190476191,0.6358508685349729,0.9765957132522499,0.7337949267149179,579.2,,1,fedprox,1.0,4,2670,40,8,False,False
7,0.9840476190476191,0.6483052921349997,0.9773774585161505,0.7530220817355069,579.2,,1,fedprox,1.0,4,2670,40,8,False,False
8,0.9828571428571429,0.6969698673940183,0.9751534921620026,0.7606925723726127,580.0,,1,fedprox,1.0,4,2670,40,8,False,False
9,0.9842857142857143,0.6507278188896763,0.976481139849593,0.7159507161152122,578.8,,1,fedprox,1.0,4,2670,40,8,False,False
10,0.9842857142857143,0.6961804500245123,0.9709769462772855,0.7383236212999217,579.3,,1,fedprox,1.0,4,2670,40,8,False,False
11,0.9852380952380952,0.7199790572466185,0.9703251263853853,0.7720401113736409,582.7,,1,fedprox,1.0,4,2670,40,8,False,False
12,0.9833333333333333,0.6420164326414326,0.959342759251654,0.7722207739947746,582.2,,1,fedprox,1.0,4,2670,40,8,False,False
13,0.9840476190476191,0.6666277645046749,0.9710955449459191,0.74612927473201,581.8,,1,fedprox,1.0,4,2670,40,8,False,False
14,0.9833333333333333,0.6965121897699009,0.9686029246465545,0.7639263283331891,582.5,,1,fedprox,1.0,4,2670,40,8,False,False
15,0.9828571428571429,0.7124618596437139,0.9656031814229556,0.7806545596691581,581.8,,1,fedprox,1.0,4,2670,40,8,False,False
16,0.9842857142857143,0.6923536654663867,0.9693809019425542,0.7529948583998709,582.4,,1,fedprox,1.0,4,2670,40,8,False,False
17,0.9847619047619047,0.6456756694775595,0.966877661335144,0.7484596373772098,582.1,,1,fedprox,1.0,4,2670,40,8,False,False
18,0.9838095238095238,0.6855282352025447,0.975977881011313,0.749472944328694,582.8,,1,fedprox,1.0,4,2670,40,8,False,False
19,0.981904761904762,0.6729383035508895,0.9706731254872975,0.8066003324506699,583.0,,1,fedprox,1.0,4,2670,40,8,False,False
20,0.9807142857142858,0.6033101238372461,0.9550029558105998,0.7157402271698262,583.5,,1,fedprox,1.0,4,2670,40,8,False,False
21,0.9792857142857143,0.6769962174135203,0.9739591663928115,0.7692674633323182,583.9,,1,fedprox,1.0,4,2670,40,8,False,False
22,0.9826190476190476,0.6878892030993611,0.967114688773994,0.8054156301987058,584.0,,1,fedprox,1.0,4,2670,40,8,False,False
23,0.9809523809523809,0.6902695861361111,0.9730172962955119,0.7462356654034535,583.8,,1,fedprox,1.0,4,2670,40,8,False,False
24,0.9842857142857143,0.7136807697698568,0.9665729039055841,0.7315424721686845,584.2,,1,fedprox,1.0,4,2670,40,8,False,False
25,0.9828571428571429,0.7085676137833574,0.9574853652809494,0.7496246362184456,14368.6,,1,fedprox,1.0,4,2670,40,8,False,False
26,0.9802380952380952,0.6304855854761401,0.9587015742390576,0.7124476304466346,635.6,,1,fedprox,1.0,4,2670,40,8,False,False
27,0.9842857142857143,0.6321939268090785,0.9644590390213718,0.7112095792019596,581.9,,1,fedprox,1.0,4,2670,40,8,False,False
28,0.9826190476190476,0.6895259533282311,0.9649282536571562,0.7373532400959657,581.4,,1,fedprox,1.0,4,2670,40,8,False,False
29,0.9809523809523809,0.6570382734619589,0.9641613175178007,0.7316156895253629,581.1,,1,fedprox,1.0,4,2670,40,8,False,False
30,0.981904761904762,0.6396005045815069,0.9597223555859945,0.7009012562739426,580.1,,1,fedprox,1.0,4,2670,40,8,False,False
31,0.9811904761904762,0.6941411298191358,0.9684120549446374,0.7270535229185889,582.0,,1,fedprox,1.0,4,2670,40,8,False,False
32,0.9821428571428571,0.6920146437806726,0.9627549949481786,0.7189663656635852,579.6,,1,fedprox,1.0,4,2670,40,8,False,False
33,0.9771428571428571,0.6558558742459416,0.9542870348405295,0.7067472151412422,582.2,,1,fedprox,1.0,4,2670,40,8,False,False
34,0.9833333333333333,0.7298076694038946,0.9696438053586998,0.8183156221221956,582.3,,1,fedprox,1.0,4,2670,40,8,False,False
35,0.9811904761904762,0.6833682922963481,0.9634367891534056,0.7086763338861284,582.0,,1,fedprox,1.0,4,2670,40,8,False,False
36,0.981904761904762,0.7192128088646027,0.9727813571809137,0.7588567667330666,582.8,,1,fedprox,1.0,4,2670,40,8,False,False
37,0.9816666666666667,0.6915120450969999,0.9606345424848285,0.709199340931481,581.7,,1,fedprox,1.0,4,2670,40,8,False,False
38,0.9821428571428571,0.6786485458640096,0.9635276150261151,0.7418712925428727,583.2,,1,fedprox,1.0,4,2670,40,8,False,False
39,0.98,0.6286844812204262,0.9599007170315847,0.7951502594278732,583.9,,1,fedprox,1.0,4,2670,40,8,False,False
