round,hamming_acc,macro_f1,auroc,auprc,seconds,comm_mb,scenario,method,mm_ratio,alpha,clients,train_subset,rounds,batch,distill_temp
20,0.9043452380952381,0.09913238352403492,0.6736320432045833,0.21340606611711765,809.2,1.8816,4,fedmd,3:1,0.1,4,2670,40,8,2.0
21,0.905297619047619,0.11670165918894884,0.6909617576265573,0.19517419707085254,944.7,1.9712,4,fedmd,3:1,0.1,4,2670,40,8,2.0
22,0.9073214285714285,0.1046810661899797,0.7103130625098895,0.22947798959019372,876.3,2.0608,4,fedmd,3:1,0.1,4,2670,40,8,2.0
23,0.8972619047619048,0.1028938581921673,0.6952754287033892,0.21123745162654095,880.5,2.1504,4,fedmd,3:1,0.1,4,2670,40,8,2.0
24,0.9052380952380952,0.1123391576484711,0.6956819681470338,0.21407257722220444,874.7,2.24,4,fedmd,3:1,0.1,4,2670,40,8,2.0
25,0.9022619047619047,0.09993975990413644,0.70907315013039,0.1982610170352767,904.5,2.3296,4,fedmd,3:1,0.1,4,2670,40,8,2.0
26,0.8994047619047619,0.12108709559007871,0.7040284676023834,0.20720071261310852,855.4,2.4192,4,fedmd,3:1,0.1,4,2670,40,8,2.0
27,0.9025595238095239,0.13897514970042985,0.7136457285772446,0.22554161319311317,858.4,2.5088,4,fedmd,3:1,0.1,4,2670,40,8,2.0
28,0.9071428571428571,0.11290693237191388,0.7015091733505106,0.22607848868913732,870.3,2.5984,4,fedmd,3:1,0.1,4,2670,40,8,2.0
29,0.9049404761904761,0.11106922583993215,0.7170936532084253,0.22229713457849132,852.5,2.688,4,fedmd,3:1,0.1,4,2670,40,8,2.0
30,0.9051785714285714,0.12437151363360485,0.688253081593063,0.2253926873224838,860.8,2.7776,4,fedmd,3:1,0.1,4,2670,40,8,2.0
31,0.9105952380952381,0.10921486933455546,0.6957292202449739,0.22680365537483677,862.5,2.8672,4,fedmd,3:1,0.1,4,2670,40,8,2.0
32,0.9066666666666667,0.11132509525501859,0.7063711833597301,0.22608910900069995,876.1,2.9568,4,fedmd,3:1,0.1,4,2670,40,8,2.0
33,0.9081547619047619,0.11862292614191183,0.688314739003177,0.21460134295604139,864.5,3.0464,4,fedmd,3:1,0.1,4,2670,40,8,2.0
34,0.9080952380952381,0.12584760691352112,0.6840115370295613,0.2303977164376067,883.2,3.136,4,fedmd,3:1,0.1,4,2670,40,8,2.0
35,0.9076190476190478,0.1234044078534387,0.6924457084458554,0.20442982819973465,887.0,3.2256,4,fedmd,3:1,0.1,4,2670,40,8,2.0
36,0.9025595238095239,0.10552944333394956,0.6862378044333344,0.20728139984382557,870.0,3.3152,4,fedmd,3:1,0.1,4,2670,40,8,2.0
37,0.9068452380952381,0.11552259987208599,0.6726991961944824,0.20861646043217,881.8,3.4048,4,fedmd,3:1,0.1,4,2670,40,8,2.0
38,0.9076190476190477,0.10391674298316184,0.6714423240872516,0.20856575290160753,927.9,3.4944,4,fedmd,3:1,0.1,4,2670,40,8,2.0
39,0.9094642857142857,0.11443551529937844,0.7027165197561185,0.21137058068512568,771.9,3.584,4,fedmd,3:1,0.1,4,2670,40,8,2.0
