epoch,hamming_acc,macro_f1,auroc,auprc,seconds,mode,alpha,clients,mm_ratio,vary_embed,which_client
59,0.9073809523809524,0.14395278492837607,0.7098900219795615,0.2200904797570649,7034.2,local,100.0,4,1:3,True,client1
61,0.9076190476190477,0.14205702551290786,0.7019297542965902,0.2096971022193937,7077.2,local,100.0,4,1:3,True,client1
63,0.9097619047619048,0.1568461924030242,0.6878560901737296,0.2149603046930785,7120.3,local,100.0,4,1:3,True,client1
65,0.9071428571428571,0.14940316242984825,0.6909055308967413,0.21070576387231404,7163.3,local,100.0,4,1:3,True,client1
67,0.9071428571428571,0.14199997573378542,0.6946582469995358,0.21043630423858434,7206.2,local,100.0,4,1:3,True,client1
69,0.9080952380952381,0.1441310431139595,0.6924747386330196,0.20410651731313653,7249.1,local,100.0,4,1:3,True,client1
71,0.9064285714285715,0.14531757687150973,0.6857448063053665,0.20571325815324457,7291.9,local,100.0,4,1:3,True,client1
73,0.9085714285714286,0.1496385218179099,0.6824663777609483,0.21152696618351552,7334.7,local,100.0,4,1:3,True,client1
75,0.9107142857142857,0.14996789175698827,0.7004873094487415,0.21064607059470553,7377.6,local,100.0,4,1:3,True,client1
77,0.9104761904761904,0.14673881224997015,0.6954457372176828,0.20923481716045095,7420.6,local,100.0,4,1:3,True,client1
79,0.9102380952380953,0.14431071614316962,0.693894795474578,0.21233297456864825,7463.6,local,100.0,4,1:3,True,client1
1,0.915,0.07702708743071697,0.7107124841696271,0.18780080533394614,7511.4,local,100.0,4,1:3,True,client2
3,0.9128571428571428,0.07413919413919415,0.7246397660851711,0.2160802037068436,7557.6,local,100.0,4,1:3,True,client2
5,0.9130952380952381,0.09784522600532429,0.6882835883225665,0.20526186510725444,7606.5,local,100.0,4,1:3,True,client2
7,0.9121428571428571,0.11044417263432359,0.7102073213464818,0.2274954084724103,7653.0,local,100.0,4,1:3,True,client2
9,0.9033333333333333,0.11787970369804712,0.7097483335278181,0.21763838368452865,7698.2,local,100.0,4,1:3,True,client2
11,0.9066666666666666,0.12242153469864066,0.687617156476798,0.22693112374775648,7743.9,local,100.0,4,1:3,True,client2
13,0.9069047619047619,0.13641410726814454,0.698406891447629,0.24979418072107792,7790.8,local,100.0,4,1:3,True,client2
15,0.9152380952380952,0.1619184760177086,0.7133517891243146,0.27127975329897486,7842.5,local,100.0,4,1:3,True,client2
17,0.9030952380952381,0.1641386244791887,0.6845604371752312,0.22804330446172116,7891.7,local,100.0,4,1:3,True,client2
19,0.905,0.16113410343494158,0.6916184255005898,0.22374298950718272,7939.4,local,100.0,4,1:3,True,client2
21,0.9057142857142857,0.1450662207075122,0.6790773431901648,0.23050697386343472,7985.9,local,100.0,4,1:3,True,client2
23,0.9102380952380953,0.13942060057612862,0.7038108835131309,0.25256267632220925,8032.7,local,100.0,4,1:3,True,client2
25,0.9066666666666666,0.14623157998928707,0.7297694688606168,0.24203845791175507,8079.0,local,100.0,4,1:3,True,client2
27,0.9076190476190477,0.13850366332059352,0.7092596879008732,0.235734357084811,8125.9,local,100.0,4,1:3,True,client2
29,0.9185714285714286,0.18258507368953245,0.7324669193881771,0.2524695172664198,8172.7,local,100.0,4,1:3,True,client2
31,0.9114285714285715,0.17706704376452964,0.7457899957836239,0.2588086820315422,8219.5,local,100.0,4,1:3,True,client2
33,0.909047619047619,0.16142317658440478,0.6962695496180259,0.2246455918431583,8265.8,local,100.0,4,1:3,True,client2
35,0.910952380952381,0.20783210751466893,0.7132258250303554,0.2527253858186795,8312.3,local,100.0,4,1:3,True,client2
37,0.9121428571428571,0.17722996484076342,0.6973740900283288,0.24064870738256358,8358.7,local,100.0,4,1:3,True,client2
39,0.9128571428571428,0.17275317626993983,0.7047197759257156,0.22704316158404833,8405.2,local,100.0,4,1:3,True,client2
41,0.9095238095238095,0.218681851376193,0.7062527006263786,0.23756532133448213,8451.6,local,100.0,4,1:3,True,client2
43,0.9128571428571428,0.2069122303601609,0.7121665816990361,0.2263922698509266,8497.0,local,100.0,4,1:3,True,client2
45,0.91,0.1773914928234465,0.715467790791454,0.24041013180552323,8542.7,local,100.0,4,1:3,True,client2
47,0.9085714285714286,0.21061762213958207,0.7102900777446542,0.23358925288829807,8587.9,local,100.0,4,1:3,True,client2
49,0.9135714285714286,0.21885784191699545,0.6907618965440926,0.23561175249298558,8635.8,local,100.0,4,1:3,True,client2
51,0.9107142857142857,0.20150807359172274,0.7108698762950835,0.2422740960892542,8682.1,local,100.0,4,1:3,True,client2
53,0.9114285714285715,0.20775834847945138,0.704763463155666,0.24798428295166586,8728.3,local,100.0,4,1:3,True,client2
55,0.9128571428571428,0.21369585169977076,0.7181746430981798,0.25678712876035276,8775.0,local,100.0,4,1:3,True,client2
57,0.9121428571428571,0.2143590191993105,0.709038999832808,0.2482341805530801,8821.8,local,100.0,4,1:3,True,client2
59,0.9085714285714286,0.2145203425138774,0.6981006994735174,0.2307141871936628,8868.3,local,100.0,4,1:3,True,client2
61,0.9142857142857143,0.20549106629228334,0.7105672882066915,0.24241235903840444,8914.3,local,100.0,4,1:3,True,client2
63,0.9107142857142857,0.1966885646869525,0.7075760375510826,0.25175676400047753,8960.2,local,100.0,4,1:3,True,client2
65,0.9142857142857143,0.21051181302419658,0.70924063479487,0.2517064938836839,9006.1,local,100.0,4,1:3,True,client2
67,0.9138095238095238,0.2162634402184241,0.7124185246506647,0.24902900734198732,9051.8,local,100.0,4,1:3,True,client2
69,0.9114285714285715,0.20216649064596462,0.7166404904458769,0.24331215627682326,9098.2,local,100.0,4,1:3,True,client2
71,0.9123809523809524,0.2411284023585817,0.7162269184383722,0.24819217317045053,9147.8,local,100.0,4,1:3,True,client2
73,0.910952380952381,0.20202321025449715,0.7164774830590378,0.25825612740843856,9197.2,local,100.0,4,1:3,True,client2
75,0.9138095238095238,0.22054417485908795,0.7159148378049515,0.2529815738451219,9245.1,local,100.0,4,1:3,True,client2
77,0.9130952380952381,0.20256013047358795,0.7162684802185382,0.250938562777283,9290.7,local,100.0,4,1:3,True,client2
79,0.9130952380952381,0.20946041166167825,0.7186981250019403,0.25379195577125485,9335.6,local,100.0,4,1:3,True,client2
1,0.9152380952380952,0.04467353951890035,0.6801001465463361,0.2778427290268587,9382.9,local,100.0,4,1:3,True,client3
3,0.9116666666666666,0.07552329377424435,0.736306818574717,0.2137038138207326,9428.9,local,100.0,4,1:3,True,client3
5,0.915,0.0839765233644643,0.7220400335336886,0.24361217797425103,9474.1,local,100.0,4,1:3,True,client3
7,0.9147619047619048,0.13141787930944557,0.7312122457138831,0.27895638146596885,9519.6,local,100.0,4,1:3,True,client3
9,0.9145238095238095,0.1613921725773058,0.7701559963356851,0.33288470808325626,9565.2,local,100.0,4,1:3,True,client3
11,0.9092857142857143,0.1419280490587791,0.7053622685054363,0.21695512028431568,9611.3,local,100.0,4,1:3,True,client3
13,0.9092857142857143,0.15241288025454322,0.7449695982244048,0.2182104909675711,9656.5,local,100.0,4,1:3,True,client3
15,0.9080952380952381,0.14808067166260444,0.6848392802646313,0.22689301146625587,9702.7,local,100.0,4,1:3,True,client3
17,0.8980952380952381,0.16213109844720577,0.7073159375195258,0.21769069367862218,9748.5,local,100.0,4,1:3,True,client3
19,0.9040476190476191,0.15175813571912705,0.6689741353028987,0.19917782067292397,9794.4,local,100.0,4,1:3,True,client3
21,0.8997619047619048,0.14101129678499216,0.6547466762807929,0.20048825632015027,9840.2,local,100.0,4,1:3,True,client3
23,0.9038095238095238,0.17574220130708812,0.6846835976833837,0.22513066890001474,9885.6,local,100.0,4,1:3,True,client3
25,0.9078571428571428,0.13180098696859258,0.7126072902958767,0.21197051199115255,9931.4,local,100.0,4,1:3,True,client3
27,0.905,0.1754022351377483,0.7005556980093451,0.23036692776746345,9977.3,local,100.0,4,1:3,True,client3
29,0.9047619047619048,0.1451827252990418,0.7525764465766195,0.25083584203731796,10022.5,local,100.0,4,1:3,True,client3
31,0.9076190476190477,0.14732053188381936,0.6806593558858801,0.21927537241286413,10067.1,local,100.0,4,1:3,True,client3
33,0.9054761904761904,0.14762828767544228,0.7016755690188285,0.2116919941542779,10112.7,local,100.0,4,1:3,True,client3
35,0.9080952380952381,0.15015006497446395,0.706902369533214,0.27570711283852034,10158.0,local,100.0,4,1:3,True,client3
37,0.9116666666666666,0.15284001799477556,0.6835649328010421,0.20410753841203197,10203.8,local,100.0,4,1:3,True,client3
39,0.9107142857142857,0.17106268169737035,0.7102946068144668,0.22944920275745379,10248.5,local,100.0,4,1:3,True,client3
41,0.9078571428571428,0.1566309124630015,0.6777101089111349,0.21597446462905293,10293.6,local,100.0,4,1:3,True,client3
43,0.9078571428571428,0.1376198487654239,0.7058978030563897,0.21058538326286494,10339.3,local,100.0,4,1:3,True,client3
45,0.9054761904761904,0.16250420792248407,0.6982037500996604,0.21284550705236507,10385.1,local,100.0,4,1:3,True,client3
47,0.9114285714285715,0.15563629598456147,0.6680461921471775,0.23812829409063183,10430.0,local,100.0,4,1:3,True,client3
49,0.9102380952380953,0.14694698392177385,0.6604828948678285,0.22024357640811115,10475.7,local,100.0,4,1:3,True,client3
51,0.9114285714285715,0.17972561452868366,0.6866672858821897,0.22139958684031327,10521.4,local,100.0,4,1:3,True,client3
53,0.9107142857142857,0.1512262231942898,0.7127014402629893,0.22874951757417047,10567.6,local,100.0,4,1:3,True,client3
55,0.9092857142857143,0.1537592368477098,0.7207264910786394,0.22212196582455393,10613.6,local,100.0,4,1:3,True,client3
57,0.9121428571428571,0.17116876743760107,0.7200493104156261,0.2287080383418177,10658.7,local,100.0,4,1:3,True,client3
59,0.9095238095238095,0.16909703549109903,0.7224058598162566,0.22345205487928327,10704.0,local,100.0,4,1:3,True,client3
61,0.9095238095238095,0.16168279898468887,0.7243134289965472,0.22817078435633173,10749.7,local,100.0,4,1:3,True,client3
63,0.9085714285714286,0.18220073982422583,0.6923854967395204,0.21069714664217098,10795.0,local,100.0,4,1:3,True,client3
65,0.9102380952380953,0.1637981155305249,0.7086819322618805,0.22177382193902037,10841.1,local,100.0,4,1:3,True,client3
67,0.9083333333333333,0.17428941353693997,0.6988508097510112,0.22077329664745207,10885.9,local,100.0,4,1:3,True,client3
69,0.9085714285714286,0.17580925023714408,0.701672460834965,0.21525629278301217,10931.8,local,100.0,4,1:3,True,client3
71,0.9107142857142857,0.1772978438174149,0.7079665879342453,0.22133520158310696,10976.7,local,100.0,4,1:3,True,client3
73,0.9083333333333333,0.1592595432601193,0.7026166349285251,0.2194466548436275,11022.5,local,100.0,4,1:3,True,client3
75,0.9123809523809524,0.18808961052216253,0.7038749169689146,0.2191755724884122,11068.0,local,100.0,4,1:3,True,client3
77,0.9130952380952381,0.17594571726995883,0.7040611228610583,0.21903992133316802,11113.3,local,100.0,4,1:3,True,client3
79,0.9111904761904762,0.168981534309048,0.7034653941694603,0.22003279636305043,11159.1,local,100.0,4,1:3,True,client3
79,0.9253571428571428,0.19746478273736665,0.7881783111385237,0.309716304845501,11159.1,local,100.0,4,1:3,True,AVERAGE
