round,hamming_acc,macro_f1,auroc,auprc,seconds,comm_mb,scenario,method,alpha,clients,train_subset,rounds,batch,freeze_text,freeze_image
0,0.9380952380952381,0.11906312879680032,0.8023313104053786,0.324433049644627,569.1,,1,fedprox,1.0,4,2670,40,8,False,False
1,0.9545238095238096,0.18841169794111687,0.8890374368543047,0.43157873421692183,565.4,,1,fedprox,1.0,4,2670,40,8,False,False
2,0.955,0.2632664824121168,0.8852737369897312,0.5152365932751863,633.6,,1,fedprox,1.0,4,2670,40,8,False,False
3,0.9745238095238096,0.4504630917056839,0.9423807040541742,0.6148998486405723,793.0,,1,fedprox,1.0,4,2670,40,8,False,False
4,0.9764285714285714,0.47323414765665384,0.965479419138863,0.7116317670889654,774.1,,1,fedprox,1.0,4,2670,40,8,False,False
5,0.9811904761904762,0.5600077615342973,0.9664271714671303,0.7120205839209122,647.3,,1,fedprox,1.0,4,2670,40,8,False,False
6,0.9442857142857143,0.28808801003820433,0.8227078975222982,0.44406767097655786,558.3,,1,fedprox,1.0,4,2670,40,8,False,False
7,0.9816666666666667,0.5868184891121893,0.9567940593898792,0.6481876037004859,559.7,,1,fedprox,1.0,4,2670,40,8,False,False
8,0.9828571428571429,0.6533994096257485,0.9535191894267943,0.6934807417928212,550.4,,1,fedprox,1.0,4,2670,40,8,False,False
9,0.9828571428571429,0.5890804468540171,0.9559778330075354,0.7059119901371995,550.6,,1,fedprox,1.0,4,2670,40,8,False,False
10,0.9811904761904762,0.6134568055360778,0.9505999659143478,0.6782436486696604,550.7,,1,fedprox,1.0,4,2670,40,8,False,False
11,0.9821428571428571,0.5696454315197853,0.9527505621569886,0.6479964809545552,550.6,,1,fedprox,1.0,4,2670,40,8,False,False
12,0.985,0.5860118269143128,0.940887598125193,0.6619722937772338,549.6,,1,fedprox,1.0,4,2670,40,8,False,False
13,0.9828571428571429,0.5817373424544395,0.9319490758878144,0.65376764432625,550.9,,1,fedprox,1.0,4,2670,40,8,False,False
14,0.9842857142857143,0.6417764991898925,0.9351858758543296,0.6577706027391378,548.2,,1,fedprox,1.0,4,2670,40,8,False,False
15,0.98,0.5619518133038112,0.9545091487936438,0.6218848839104851,548.1,,1,fedprox,1.0,4,2670,40,8,False,False
16,0.9835714285714285,0.5744184480671777,0.9487826027690015,0.6312956528169005,549.2,,1,fedprox,1.0,4,2670,40,8,False,False
17,0.9809523809523809,0.5769159987919344,0.9504888874434815,0.6206268158140862,548.9,,1,fedprox,1.0,4,2670,40,8,False,False
18,0.9826190476190476,0.6221216164357827,0.9555827530322151,0.6375513174411147,548.7,,1,fedprox,1.0,4,2670,40,8,False,False
19,0.9797619047619047,0.5819646341656026,0.939411502499542,0.6253728097218499,548.6,,1,fedprox,1.0,4,2670,40,8,False,False
20,0.9842857142857143,0.5965506028057913,0.9388967027933772,0.645408397959845,549.9,,1,fedprox,1.0,4,2670,40,8,False,False
21,0.9811904761904762,0.6219360546668177,0.9468988571042496,0.6713949006772439,548.3,,1,fedprox,1.0,4,2670,40,8,False,False
22,0.9811904761904762,0.5755694094919738,0.9678982687034816,0.6324698311163288,547.9,,1,fedprox,1.0,4,2670,40,8,False,False
23,0.9838095238095238,0.5859730526043314,0.9559551064708479,0.6164317028021774,548.7,,1,fedprox,1.0,4,2670,40,8,False,False
24,0.9821428571428571,0.5806246857512941,0.957353158736556,0.6189715395903802,550.4,,1,fedprox,1.0,4,2670,40,8,False,False
25,0.981904761904762,0.5841254243709476,0.9615293060691107,0.6211269063028785,548.9,,1,fedprox,1.0,4,2670,40,8,False,False
26,0.9821428571428571,0.5804535094733495,0.9630576613443289,0.6494177123870876,548.7,,1,fedprox,1.0,4,2670,40,8,False,False
27,0.9811904761904762,0.5701438640578299,0.9505974004238379,0.6162730020932432,548.1,,1,fedprox,1.0,4,2670,40,8,False,False
28,0.981904761904762,0.5594433145565217,0.9545229994790662,0.6150720182699472,547.9,,1,fedprox,1.0,4,2670,40,8,False,False
29,0.9809523809523809,0.5757255640505601,0.960827374692843,0.6198867509692612,548.7,,1,fedprox,1.0,4,2670,40,8,False,False
30,0.9826190476190476,0.5820037892544089,0.9545479611305163,0.6505448040828373,548.7,,1,fedprox,1.0,4,2670,40,8,False,False
31,0.9807142857142858,0.5877809427414381,0.9464561959017377,0.6173330474288486,549.5,,1,fedprox,1.0,4,2670,40,8,False,False
32,0.9833333333333333,0.5847213092507453,0.9607487397165971,0.6373477053613684,548.5,,1,fedprox,1.0,4,2670,40,8,False,False
33,0.9816666666666667,0.5506412536355092,0.9617429169610846,0.6284835422034404,548.8,,1,fedprox,1.0,4,2670,40,8,False,False
34,0.9828571428571429,0.6149326720143176,0.9614581242401028,0.6422174005855352,547.7,,1,fedprox,1.0,4,2670,40,8,False,False
35,0.979047619047619,0.5741588511284464,0.9586016576872717,0.6287458504670749,549.8,,1,fedprox,1.0,4,2670,40,8,False,False
36,0.9795238095238096,0.5591527688984775,0.9643786596289503,0.6293832799914945,549.1,,1,fedprox,1.0,4,2670,40,8,False,False
37,0.9764285714285714,0.5196962431554122,0.9617239433324517,0.6411587565930266,548.7,,1,fedprox,1.0,4,2670,40,8,False,False
38,0.9802380952380952,0.5651304387536397,0.9647882596179056,0.6301783109956273,552.6,,1,fedprox,1.0,4,2670,40,8,False,False
39,0.9828571428571429,0.5771493594566302,0.9629974777608907,0.6443179084124309,549.3,,1,fedprox,1.0,4,2670,40,8,False,False
