round,hamming_acc,macro_f1,auroc,auprc,seconds,comm_mb,scenario,method,mm_ratio,alpha,clients,train_subset,rounds,batch
14,0.9019138755980861,0.3833292363999462,0.821892995753944,0.4015863834981589,544.2,64208.88192,3,loot,uni,100.0,4,2670,40,8
15,0.9004329004329005,0.3785908715743998,0.8313169892328814,0.38985970603212194,547.0,68489.474048,3,loot,uni,100.0,4,2670,40,8
16,0.8945089997721577,0.3772672169867817,0.8067850052294325,0.38312831027430855,543.0,72770.06617600001,3,loot,uni,100.0,4,2670,40,8
17,0.9094326725905674,0.38176885361212154,0.8195559244409601,0.37173052191204375,544.5,77050.65830400001,3,loot,uni,100.0,4,2670,40,8
18,0.8949646844383686,0.38344179021959424,0.8341882355661081,0.3939997374151819,542.4,81331.250432,3,loot,uni,100.0,4,2670,40,8
19,0.9053315105946685,0.39274995161457543,0.8353564611056549,0.3999355771242935,550.4,85611.84256,3,loot,uni,100.0,4,2670,40,8
20,0.9084073820915927,0.39418584916962945,0.8322085769191973,0.39880177559144253,972.0,89892.43468800001,3,loot,uni,100.0,4,2670,40,8
21,0.8818637502848029,0.38358049962798685,0.8295807334922554,0.39524109245031297,937.1,94173.026816,3,loot,uni,100.0,4,2670,40,8
22,0.8980405559352928,0.38679789234589573,0.8310912028802526,0.3891263122595571,934.5,98453.618944,3,loot,uni,100.0,4,2670,40,8
23,0.9028252449305081,0.3809600158613106,0.8444893386223801,0.39532287560146656,883.0,102734.211072,3,loot,uni,100.0,4,2670,40,8
24,0.9103440419229893,0.3940207726299588,0.8345569788706283,0.3910649457756043,560.5,107014.80320000001,3,loot,uni,100.0,4,2670,40,8
25,0.9136477557530189,0.4009101142456421,0.8274191066553198,0.3968151713187428,542.4,111295.39532800001,3,loot,uni,100.0,4,2670,40,8
26,0.904192298929141,0.3856596832067893,0.8255797895366419,0.37464254579938927,542.3,115575.987456,3,loot,uni,100.0,4,2670,40,8
27,0.9131920710868079,0.39045329709906296,0.836023235640473,0.3848425880485399,542.9,119856.579584,3,loot,uni,100.0,4,2670,40,8
28,0.9076099339257234,0.40083682756972444,0.8441701246413087,0.3896194655469189,537.5,124137.17171200001,3,loot,uni,100.0,4,2670,40,8
29,0.9074960127591707,0.38632247021439936,0.8415609465502288,0.38179714230661216,532.3,128417.76384,3,loot,uni,100.0,4,2670,40,8
30,0.9114832535885168,0.4008580574788926,0.8433952024760059,0.39640074966279654,531.8,132698.35596800002,3,loot,uni,100.0,4,2670,40,8
31,0.9038505354294828,0.39009019130273176,0.8371481374763088,0.387687920526895,532.3,136978.948096,3,loot,uni,100.0,4,2670,40,8
32,0.8989519252677147,0.3922985692798616,0.8267842205497506,0.3843030518903596,539.1,141259.540224,3,loot,uni,100.0,4,2670,40,8
33,0.8938254727728412,0.38131214763404486,0.8389491964005872,0.38302056617397257,535.3,145540.13235200002,3,loot,uni,100.0,4,2670,40,8
34,0.9045340624287993,0.387850376898312,0.8323829481534867,0.3745832718007852,531.1,149820.72448,3,loot,uni,100.0,4,2670,40,8
35,0.9070403280929596,0.3997542997224381,0.829332474206488,0.37964814182673096,532.7,154101.31660800002,3,loot,uni,100.0,4,2670,40,8
36,0.9059011164274322,0.40114122387493106,0.8372554953354758,0.3830940176679208,531.7,158381.908736,3,loot,uni,100.0,4,2670,40,8
37,0.904192298929141,0.4036297861666126,0.8268649549261767,0.39677272109155276,532.5,162662.500864,3,loot,uni,100.0,4,2670,40,8
38,0.8948507632718159,0.4051413646037125,0.8256590080430772,0.4028859762025766,532.2,166943.09299200002,3,loot,uni,100.0,4,2670,40,8
39,0.8945089997721577,0.38888174068920545,0.8040854191645297,0.39044561089774465,532.0,171223.68512,3,loot,uni,100.0,4,2670,40,8
